,A_FIVE_AC,A_FIVE_AF,A_FIVE_AR,A_FIVE_AS,A_FIVE_AST,A_FIVE_AY,A_FIVE_FTAG,A_FIVE_FTHG,A_FIVE_FTR_A,A_FIVE_FTR_D,A_FIVE_FTR_H,A_FIVE_HC,A_FIVE_HF,A_FIVE_HR,A_FIVE_HS,A_FIVE_HST,A_FIVE_HTAG,A_FIVE_HTHG,A_FIVE_HTR_A,A_FIVE_HTR_D,A_FIVE_HTR_H,A_FIVE_HY,A_THREE_AC,A_THREE_AF,A_THREE_AR,A_THREE_AS,A_THREE_AST,A_THREE_AY,A_THREE_FTAG,A_THREE_FTHG,A_THREE_FTR_A,A_THREE_FTR_D,A_THREE_FTR_H,A_THREE_HC,A_THREE_HF,A_THREE_HR,A_THREE_HS,A_THREE_HST,A_THREE_HTAG,A_THREE_HTHG,A_THREE_HTR_A,A_THREE_HTR_D,A_THREE_HTR_H,A_THREE_HY,H_FIVE_AC,H_FIVE_AF,H_FIVE_AR,H_FIVE_AS,H_FIVE_AST,H_FIVE_AY,H_FIVE_FTAG,H_FIVE_FTHG,H_FIVE_FTR_A,H_FIVE_FTR_D,H_FIVE_FTR_H,H_FIVE_HC,H_FIVE_HF,H_FIVE_HR,H_FIVE_HS,H_FIVE_HST,H_FIVE_HTAG,H_FIVE_HTHG,H_FIVE_HTR_A,H_FIVE_HTR_D,H_FIVE_HTR_H,H_FIVE_HY,H_THREE_AC,H_THREE_AF,H_THREE_AR,H_THREE_AS,H_THREE_AST,H_THREE_AY,H_THREE_FTAG,H_THREE_FTHG,H_THREE_FTR_A,H_THREE_FTR_D,H_THREE_FTR_H,H_THREE_HC,H_THREE_HF,H_THREE_HR,H_THREE_HS,H_THREE_HST,H_THREE_HTAG,H_THREE_HTHG,H_THREE_HTR_A,H_THREE_HTR_D,H_THREE_HTR_H,H_THREE_HY,INFO_AwayTeam,INFO_BbAvA,INFO_BbAvD,INFO_BbAvH,INFO_Date,INFO_Div,INFO_FTAG,INFO_FTHG,INFO_FTR,INFO_HTR,INFO_HomeTeam,INFO_PSA,INFO_PSD,INFO_PSH,INFO_WIN,pred
7534,3.8,10.2,0.2,6.0,3.4,2.6,1.2,1.8,0.0,0.4,0.6,5.2,11.6,0.0,11.0,6.4,0.2,0.6,0.2,0.4,0.4,1.8,3.67,10.33,0.33,7.33,4.0,2.33,1.0,1.67,0.0,0.33,0.67,4.67,11.0,0.0,12.0,6.33,0.0,0.33,0.0,0.67,0.33,1.67,7.0,6.8,0.0,11.0,5.4,1.8,1.6,1.0,0.2,0.6,0.2,5.0,9.8,0.0,11.4,3.6,0.8,0.6,0.4,0.2,0.4,1.0,6.67,5.33,0.0,12.33,5.33,1.67,1.67,0.33,0.33,0.67,0.0,4.67,9.67,0.0,12.33,3.33,0.67,0.33,0.33,0.33,0.33,0.67,Derby,2.79,3.3,2.45,2013-03-09,E1,1.0,3.0,H,A,Birmingham,2.85,3.44,2.61,1.45,True
7535,4.4,11.0,0.2,5.6,2.8,2.4,1.2,1.2,0.2,0.6,0.2,7.6,13.6,0.0,12.8,7.6,0.6,0.8,0.4,0.2,0.4,1.4,4.33,10.67,0.33,4.0,2.33,1.67,1.0,1.0,0.33,0.33,0.33,8.67,13.0,0.0,13.67,8.33,0.33,0.67,0.33,0.33,0.33,1.0,6.2,10.4,0.0,7.8,4.2,1.4,0.6,1.8,0.0,0.2,0.8,5.6,10.4,0.0,15.0,6.6,0.2,1.0,0.0,0.6,0.4,1.2,6.0,8.33,0.0,8.0,5.0,1.0,0.33,2.0,0.0,0.0,1.0,4.67,11.0,0.0,13.33,6.67,0.0,1.33,0.0,0.33,0.67,1.33,Brighton,3.22,3.32,2.18,2013-03-09,E1,0.0,1.0,H,H,Bolton,3.44,3.54,2.22,1.18,True
7536,3.4,8.0,0.0,9.2,4.2,1.2,0.4,2.2,0.0,0.2,0.8,8.2,9.6,0.0,13.2,6.6,0.0,0.4,0.0,0.6,0.4,1.0,2.33,8.0,0.0,8.0,4.33,1.67,0.67,2.0,0.0,0.33,0.67,7.67,8.33,0.0,11.67,5.33,0.0,0.33,0.0,0.67,0.33,0.67,4.6,7.8,0.0,8.8,5.0,1.0,0.8,2.2,0.0,0.2,0.8,6.2,6.2,0.0,10.2,6.8,0.2,0.6,0.2,0.4,0.4,0.4,4.67,8.33,0.0,10.0,6.0,0.67,1.0,2.33,0.0,0.33,0.67,7.67,7.0,0.0,12.33,8.33,0.0,0.67,0.0,0.67,0.33,0.33,Middlesbrough,2.59,3.28,2.64,2013-03-09,E1,0.0,2.0,H,H,Bristol City,2.77,3.49,2.61,1.64,True
7544,5.4,9.6,0.2,8.2,4.4,1.6,0.8,1.0,0.4,0.2,0.4,6.0,9.0,0.2,9.8,4.2,0.6,0.4,0.4,0.4,0.2,0.8,4.67,10.67,0.33,8.0,5.33,1.33,0.67,1.67,0.33,0.0,0.67,6.67,10.0,0.33,9.33,4.67,0.67,0.67,0.33,0.33,0.33,1.0,4.8,13.0,0.2,11.6,6.2,2.0,1.2,1.0,0.2,0.4,0.4,5.8,7.8,0.0,14.2,7.2,0.6,0.6,0.4,0.2,0.4,0.6,3.67,12.67,0.33,9.33,6.0,1.33,1.67,1.0,0.33,0.33,0.33,4.33,7.0,0.0,14.33,6.67,1.0,0.67,0.67,0.0,0.33,0.67,Brentford,2.0,3.38,3.57,2013-03-09,E2,0.0,2.0,H,H,Carlisle,2.05,3.53,3.86,2.57,True
7545,4.4,10.6,0.0,11.2,6.4,0.6,1.0,1.8,0.2,0.4,0.4,4.8,11.0,0.0,14.8,7.8,0.6,1.0,0.2,0.4,0.4,1.8,4.0,8.33,0.0,10.33,5.67,0.33,1.0,1.67,0.33,0.33,0.33,5.33,11.33,0.0,14.33,7.67,0.67,1.0,0.33,0.33,0.33,2.0,7.8,7.6,0.2,12.2,7.2,1.0,1.2,1.2,0.4,0.0,0.6,5.8,8.0,0.0,10.2,6.4,0.4,0.4,0.2,0.6,0.2,1.2,7.0,7.0,0.33,12.33,7.33,1.33,1.67,1.33,0.33,0.0,0.67,5.33,9.0,0.0,10.0,5.67,0.67,0.67,0.33,0.33,0.33,1.33,Crewe,2.82,3.25,2.42,2013-03-09,E2,2.0,1.0,A,D,Colchester,2.96,3.54,2.44,-1.0,True
7548,4.0,13.6,0.0,8.2,5.0,2.4,1.0,1.4,0.2,0.6,0.2,5.6,8.4,0.0,11.6,6.8,0.4,0.2,0.4,0.4,0.2,0.6,2.33,15.0,0.0,7.67,5.0,3.0,1.33,2.0,0.33,0.33,0.33,6.33,9.67,0.0,14.33,8.0,0.67,0.0,0.67,0.33,0.0,0.33,3.6,8.0,0.2,9.2,3.6,1.2,2.0,1.0,0.6,0.4,0.0,4.6,11.8,0.0,8.4,4.6,1.0,0.4,0.4,0.6,0.0,1.2,2.67,8.67,0.0,8.33,2.67,2.0,1.67,1.33,0.33,0.67,0.0,5.0,12.33,0.0,7.0,3.33,1.33,0.67,0.33,0.67,0.0,1.33,Bury,2.78,3.29,2.44,2013-03-09,E2,0.0,2.0,H,D,Portsmouth,2.78,3.43,2.65,1.44,True
7554,4.0,14.0,0.2,11.8,5.6,2.2,1.2,1.8,0.2,0.2,0.6,5.2,10.6,0.0,13.0,7.8,0.4,1.0,0.0,0.4,0.6,0.8,3.33,15.0,0.0,11.0,4.67,1.67,1.0,1.67,0.33,0.0,0.67,4.33,10.0,0.0,11.33,5.67,0.33,1.0,0.0,0.33,0.67,0.33,6.6,11.2,0.0,12.0,6.2,0.8,1.4,0.8,0.6,0.2,0.2,4.4,10.0,0.4,12.0,4.0,0.4,0.6,0.4,0.2,0.4,0.8,6.0,13.33,0.0,12.67,6.67,0.67,2.0,0.67,0.67,0.33,0.0,4.0,9.0,0.33,13.0,5.0,0.33,0.33,0.33,0.33,0.33,0.67,Oldham,3.41,3.29,2.1,2013-03-09,E2,0.0,1.0,H,D,Tranmere,3.43,3.42,2.24,1.1,True
7558,5.8,14.0,0.0,16.4,6.4,1.6,1.8,1.4,0.2,0.6,0.2,5.0,14.4,0.0,11.6,4.6,0.4,0.4,0.2,0.6,0.2,1.2,7.67,13.33,0.0,20.0,7.67,1.33,1.0,1.0,0.0,1.0,0.0,4.0,13.67,0.0,11.0,4.33,0.0,0.33,0.0,0.67,0.33,1.0,4.4,15.4,0.2,8.6,3.4,1.8,1.4,1.2,0.2,0.6,0.2,3.8,15.8,0.2,12.0,4.0,0.6,0.4,0.2,0.8,0.0,2.0,4.0,12.67,0.33,8.0,4.67,1.67,2.0,1.0,0.33,0.67,0.0,4.67,15.67,0.0,12.33,2.33,1.0,0.67,0.33,0.67,0.0,1.67,Leverkusen,2.35,3.32,2.99,2013-03-09,D1,0.0,1.0,H,D,Mainz,2.39,3.55,3.13,1.99,True
7560,4.6,14.2,0.0,14.2,6.8,0.8,2.6,1.0,0.6,0.4,0.0,5.4,17.4,0.0,12.8,4.0,1.2,0.2,0.6,0.4,0.0,1.8,4.67,12.0,0.0,14.0,6.67,1.33,3.0,1.0,0.67,0.33,0.0,6.33,18.0,0.0,13.67,4.67,1.67,0.0,1.0,0.0,0.0,2.67,2.8,14.6,0.2,8.6,3.2,2.6,2.2,2.0,0.4,0.2,0.4,7.8,16.8,0.2,19.0,5.8,0.4,0.6,0.2,0.4,0.4,1.6,2.33,16.33,0.0,7.67,3.33,3.33,2.33,2.67,0.33,0.0,0.67,6.67,16.67,0.0,19.0,6.33,0.0,0.67,0.0,0.33,0.67,2.0,Dortmund,2.03,3.47,3.55,2013-03-09,D1,1.0,2.0,H,H,Schalke 04,2.07,3.73,3.72,2.55,True
7563,5.8,14.4,0.2,11.4,4.4,2.0,1.4,2.4,0.4,0.0,0.6,3.6,15.0,0.0,11.4,4.6,0.4,1.2,0.0,0.6,0.4,1.4,6.33,13.67,0.0,10.0,4.0,2.33,1.33,2.33,0.33,0.0,0.67,4.33,14.33,0.0,10.67,4.67,0.33,1.0,0.0,0.67,0.33,1.67,2.2,12.4,0.2,9.0,3.4,1.8,0.8,2.2,0.2,0.2,0.6,3.4,13.8,0.0,11.4,5.2,0.4,0.6,0.2,0.4,0.4,1.2,2.67,12.67,0.33,9.67,2.67,1.33,0.67,1.0,0.33,0.33,0.33,3.0,14.33,0.0,10.67,5.67,0.0,0.33,0.0,0.67,0.33,1.33,Montpellier,2.9,3.15,2.48,2013-03-10,F1,0.0,2.0,H,H,Nice,3.03,3.23,2.59,1.48,True
7566,4.0,13.8,0.0,12.0,2.8,2.0,1.0,1.2,0.4,0.2,0.4,5.0,18.6,0.4,13.8,5.8,0.8,0.8,0.4,0.2,0.4,2.2,3.67,13.0,0.0,10.33,2.33,2.33,0.67,1.0,0.33,0.33,0.33,4.33,16.33,0.33,13.33,6.67,0.67,0.67,0.33,0.33,0.33,2.67,5.8,16.4,0.0,17.6,7.6,1.6,0.8,2.6,0.0,0.0,1.0,3.8,16.6,0.2,9.0,4.4,0.4,1.6,0.0,0.2,0.8,1.4,7.0,15.33,0.0,21.33,10.33,1.33,0.67,2.67,0.0,0.0,1.0,4.0,17.33,0.33,8.33,4.0,0.33,2.0,0.0,0.0,1.0,2.0,Ein Frankfurt,2.92,3.4,2.33,2013-03-10,D1,0.0,0.0,D,D,Hannover,2.94,3.63,2.47,-1.0,True
7569,5.6,11.2,0.4,8.0,4.2,1.6,0.8,1.0,0.2,0.4,0.4,7.2,13.8,0.0,13.2,8.0,0.2,0.8,0.2,0.2,0.6,1.4,5.67,10.0,0.33,8.67,5.33,1.0,0.67,0.33,0.33,0.33,0.33,8.67,11.33,0.0,15.0,9.33,0.33,0.33,0.33,0.33,0.33,0.67,3.8,12.6,0.0,7.8,3.8,1.2,1.4,1.8,0.4,0.0,0.6,8.4,10.2,0.0,12.4,5.8,1.0,0.0,0.6,0.4,0.0,0.6,4.67,12.33,0.0,7.33,4.33,1.0,1.33,2.0,0.33,0.0,0.67,8.67,8.33,0.0,12.33,5.67,1.0,0.0,0.67,0.33,0.0,0.67,Brighton,2.47,3.28,2.83,2013-03-12,E1,1.0,2.0,H,H,Barnsley,2.59,3.38,2.92,1.83,True
7578,5.6,7.8,0.0,8.2,5.0,2.2,1.6,1.2,0.4,0.0,0.6,6.6,11.0,0.0,12.6,6.8,0.6,0.6,0.4,0.2,0.4,1.2,4.67,7.0,0.0,8.67,4.33,1.67,2.0,1.33,0.33,0.0,0.67,5.67,12.67,0.0,13.33,7.0,0.67,0.67,0.33,0.33,0.33,1.0,4.8,14.2,0.0,10.8,4.8,1.4,0.8,2.4,0.0,0.2,0.8,5.2,9.0,0.2,13.4,8.6,0.2,1.4,0.0,0.2,0.8,1.0,4.67,14.67,0.0,12.33,6.0,1.67,1.0,2.33,0.0,0.33,0.67,4.33,9.0,0.0,10.33,8.0,0.33,1.0,0.0,0.33,0.67,0.67,Tranmere,3.32,3.27,2.16,2013-03-12,E2,0.0,2.0,H,D,Walsall,3.58,3.47,2.16,1.16,True
7586,4.6,13.6,0.0,11.2,4.6,1.2,1.6,1.6,0.4,0.2,0.4,6.4,13.0,0.0,11.8,3.6,0.6,0.8,0.2,0.4,0.4,1.4,4.0,13.67,0.0,9.33,2.67,1.0,0.67,2.0,0.0,0.33,0.67,7.33,14.67,0.0,14.67,4.0,0.0,0.67,0.0,0.33,0.67,1.0,4.2,10.6,0.0,12.4,4.4,2.4,1.0,1.0,0.2,0.6,0.2,8.4,15.2,0.2,11.4,3.8,0.4,0.2,0.4,0.4,0.2,1.8,4.0,12.0,0.0,12.33,4.67,2.33,0.67,1.0,0.0,0.67,0.33,11.33,14.33,0.33,12.0,5.33,0.33,0.0,0.33,0.67,0.0,1.67,Rennes,2.62,3.08,2.79,2013-03-16,F1,0.0,1.0,H,H,Reims,2.81,3.17,2.83,1.79,True
7597,5.0,10.2,0.0,10.8,6.2,1.4,1.2,0.8,0.2,0.4,0.4,5.2,7.6,0.0,10.0,5.6,0.6,0.0,0.2,0.8,0.0,1.0,5.33,12.67,0.0,8.67,4.0,2.0,0.33,0.67,0.0,0.67,0.33,4.33,7.67,0.0,9.67,5.33,0.0,0.0,0.0,1.0,0.0,1.67,4.0,14.8,0.0,9.4,3.4,1.6,0.6,1.0,0.2,0.6,0.2,7.0,11.0,0.0,17.2,9.2,0.6,0.4,0.6,0.2,0.2,1.0,4.33,15.67,0.0,8.67,4.33,2.0,0.67,0.33,0.33,0.67,0.0,7.0,11.67,0.0,16.33,9.0,0.67,0.0,0.67,0.33,0.0,1.0,Leicester,2.27,3.3,3.06,2013-03-16,E1,1.0,2.0,H,H,Derby,2.39,3.47,3.14,2.06,True
7599,4.6,13.4,0.2,7.6,5.0,2.6,1.2,1.2,0.2,0.6,0.2,8.8,12.2,0.0,13.8,7.4,0.8,0.2,0.4,0.6,0.0,1.0,4.33,17.0,0.33,7.33,5.67,2.0,1.67,1.33,0.33,0.67,0.0,9.0,12.67,0.0,17.33,10.33,1.0,0.0,0.67,0.33,0.0,0.67,4.4,8.4,0.0,10.4,3.8,1.4,0.6,1.4,0.2,0.2,0.6,5.6,8.2,0.0,13.0,6.6,0.2,0.2,0.2,0.6,0.2,1.0,4.67,10.0,0.0,11.0,5.0,2.0,0.67,0.67,0.33,0.0,0.67,5.33,7.67,0.0,12.0,6.0,0.33,0.0,0.33,0.67,0.0,1.33,Bolton,2.61,3.24,2.64,2013-03-16,E1,0.0,1.0,H,D,Ipswich,2.77,3.4,2.61,1.64,True
7603,3.0,11.4,0.0,8.0,4.2,1.6,0.4,1.4,0.0,0.2,0.8,4.4,9.4,0.0,12.8,7.6,0.0,0.6,0.0,0.4,0.6,0.6,3.67,11.33,0.0,8.33,5.33,1.67,0.67,1.33,0.0,0.33,0.67,5.0,10.33,0.0,11.0,7.33,0.0,0.67,0.0,0.33,0.67,0.67,5.2,8.4,0.0,9.8,6.2,1.4,1.6,1.2,0.4,0.6,0.0,6.8,12.6,0.2,9.0,4.8,0.8,0.2,0.6,0.4,0.0,1.4,6.67,5.67,0.0,10.33,6.33,0.67,1.67,1.33,0.33,0.67,0.0,5.0,12.33,0.0,9.0,4.33,0.67,0.0,0.67,0.33,0.0,0.67,Bristol City,3.14,3.27,2.24,2013-03-16,E1,1.0,2.0,H,A,Wolves,3.17,3.5,2.36,1.24,True
7609,5.4,11.6,0.2,9.6,4.8,1.4,0.8,1.2,0.2,0.4,0.4,5.0,11.6,0.2,12.4,5.2,0.6,0.6,0.4,0.2,0.4,1.2,5.67,11.67,0.33,10.0,5.33,1.0,0.67,1.0,0.0,0.67,0.33,4.67,12.33,0.0,11.67,5.33,0.33,0.33,0.33,0.33,0.33,1.0,6.0,9.4,0.0,9.8,4.4,0.8,0.6,1.2,0.2,0.2,0.6,5.0,9.2,0.0,11.8,5.2,0.2,0.4,0.2,0.4,0.4,1.8,5.33,11.0,0.0,9.0,4.33,1.0,0.67,1.33,0.33,0.0,0.67,5.0,9.33,0.0,11.67,5.67,0.33,0.33,0.33,0.33,0.33,1.67,Carlisle,3.67,3.33,2.0,2013-03-16,E2,1.0,4.0,H,H,Leyton Orient,4.0,3.53,2.01,1.0,True
7611,4.8,10.2,0.0,10.8,3.4,1.2,0.6,1.4,0.2,0.2,0.6,7.4,8.2,0.0,16.4,11.2,0.2,0.2,0.2,0.6,0.2,1.2,4.0,8.33,0.0,9.0,2.0,1.67,0.0,1.67,0.0,0.0,1.0,7.33,7.33,0.0,16.33,11.0,0.0,0.33,0.0,0.67,0.33,1.67,3.4,12.8,0.2,13.0,7.0,1.0,0.8,1.4,0.2,0.4,0.4,3.0,12.6,0.0,9.8,5.4,0.6,0.4,0.6,0.0,0.4,1.4,3.33,12.33,0.33,12.33,6.0,1.0,0.67,0.67,0.33,0.33,0.33,3.0,12.67,0.0,7.67,4.0,0.33,0.67,0.33,0.0,0.67,1.33,Scunthorpe,3.5,3.29,2.07,2013-03-16,E2,0.0,1.0,H,D,Notts County,3.68,3.46,2.13,1.07,True
7619,4.8,16.4,0.2,10.0,3.8,2.0,1.4,2.0,0.2,0.4,0.4,5.2,12.8,0.2,12.8,5.2,0.6,1.0,0.2,0.4,0.4,1.4,4.0,14.33,0.0,8.67,4.0,1.67,2.0,2.33,0.33,0.33,0.33,6.0,8.67,0.0,12.33,5.0,0.67,1.0,0.33,0.33,0.33,0.67,4.4,18.2,0.0,10.6,4.0,3.2,1.0,1.6,0.0,0.6,0.4,3.4,17.8,0.0,10.4,4.4,0.2,0.8,0.2,0.2,0.6,1.4,4.33,17.33,0.0,11.67,5.33,2.33,1.33,1.67,0.0,0.67,0.33,4.33,21.33,0.0,10.33,4.67,0.33,1.0,0.33,0.0,0.67,1.33,Schalke 04,2.26,3.34,3.14,2013-03-16,D1,0.0,3.0,H,H,Nurnberg,2.3,3.54,3.31,2.14,True
7622,5.4,10.6,0.0,13.8,6.8,1.8,2.0,0.8,0.6,0.0,0.4,3.8,12.0,0.6,11.6,3.8,0.8,0.2,0.4,0.6,0.0,1.0,4.33,12.0,0.0,11.0,5.67,1.67,2.0,1.33,0.33,0.0,0.67,3.67,14.0,0.67,11.0,4.0,1.0,0.33,0.33,0.67,0.0,0.67,5.0,10.4,0.2,7.8,3.4,1.0,1.0,2.6,0.2,0.2,0.6,7.4,14.0,0.0,13.4,6.4,0.8,1.0,0.4,0.0,0.6,1.2,5.33,9.67,0.33,5.67,2.33,1.33,0.33,3.67,0.0,0.0,1.0,5.67,12.67,0.0,15.33,7.67,0.0,1.33,0.0,0.0,1.0,1.0,Paris SG,2.36,3.14,3.09,2013-03-17,F1,2.0,2.0,D,A,St Etienne,2.48,3.29,3.15,-1.0,True
7623,5.6,11.0,0.2,11.6,5.0,1.4,1.0,0.8,0.4,0.2,0.4,6.0,14.4,0.0,11.0,3.4,0.2,0.4,0.2,0.4,0.4,1.2,6.0,11.0,0.0,13.33,4.67,1.33,0.67,1.0,0.33,0.0,0.67,4.0,16.0,0.0,11.0,3.67,0.33,0.33,0.33,0.33,0.33,1.33,2.6,17.2,0.0,8.4,3.4,1.4,1.4,1.2,0.2,0.4,0.4,8.2,18.2,0.2,11.8,4.2,0.4,0.2,0.2,0.6,0.2,0.6,3.33,16.0,0.0,10.67,4.67,0.67,2.0,0.67,0.33,0.67,0.0,8.33,15.33,0.33,10.67,3.0,0.67,0.0,0.33,0.67,0.0,0.67,Bordeaux,3.26,2.97,2.38,2013-03-17,F1,0.0,0.0,D,D,Toulouse,3.56,2.93,2.48,-1.0,True
7629,5.4,10.6,0.0,10.0,5.6,1.6,0.6,1.0,0.2,0.2,0.6,5.2,11.4,0.0,12.2,7.4,0.2,0.4,0.2,0.6,0.2,2.4,7.0,11.33,0.0,11.0,7.33,2.33,1.0,1.0,0.33,0.33,0.33,5.33,11.67,0.0,12.33,8.0,0.33,0.67,0.33,0.33,0.33,3.0,5.2,11.2,0.0,9.4,3.8,3.4,0.6,1.8,0.0,0.2,0.8,7.2,9.8,0.0,10.6,6.2,0.4,0.8,0.2,0.4,0.4,1.4,4.67,11.67,0.0,8.67,4.67,4.0,0.67,2.0,0.0,0.33,0.67,9.0,8.33,0.0,12.33,7.0,0.67,0.67,0.33,0.33,0.33,1.33,Crystal Palace,2.87,3.25,2.4,2013-03-17,E1,0.0,3.0,H,H,Brighton,3.08,3.4,2.46,1.4,True
7631,2.0,15.0,0.0,8.6,4.0,2.8,1.6,2.8,0.0,0.2,0.8,5.4,13.4,0.0,17.4,7.6,0.4,0.8,0.2,0.2,0.6,1.2,1.33,15.33,0.0,7.0,3.67,2.33,1.0,2.33,0.0,0.33,0.67,5.33,13.33,0.0,21.0,8.33,0.67,0.67,0.33,0.33,0.33,0.0,7.6,11.8,0.0,16.4,5.0,0.8,1.2,1.8,0.0,0.6,0.4,4.8,12.8,0.0,9.0,3.8,0.2,0.6,0.2,0.4,0.4,1.4,9.67,10.33,0.0,18.0,6.0,0.67,1.67,1.67,0.0,1.0,0.0,5.67,12.0,0.0,8.67,4.33,0.33,0.33,0.33,0.33,0.33,1.33,Hannover,3.61,3.42,2.03,2013-03-17,D1,0.0,1.0,H,H,M'gladbach,3.88,3.6,2.06,1.03,True
7632,2.0,13.0,0.2,5.6,2.8,0.8,0.4,1.8,0.0,0.0,1.0,5.0,7.6,0.0,15.6,8.4,0.4,1.2,0.0,0.4,0.6,0.6,2.33,13.67,0.0,4.67,3.0,0.67,0.33,1.67,0.0,0.0,1.0,5.0,7.33,0.0,14.67,7.67,0.33,1.0,0.0,0.67,0.33,0.33,2.8,7.8,0.2,11.6,6.6,0.8,1.6,0.6,0.8,0.0,0.2,5.4,10.8,0.0,12.2,5.8,1.0,0.6,0.8,0.0,0.2,1.0,3.0,6.67,0.33,11.33,8.33,0.67,2.0,0.33,1.0,0.0,0.0,7.67,9.0,0.0,15.33,7.67,1.33,0.33,1.0,0.0,0.0,1.0,Stevenage,2.85,3.22,2.43,2013-03-19,E2,0.0,2.0,H,D,Bury,3.09,3.35,2.44,1.43,True
7633,5.6,10.0,0.0,8.8,3.0,1.0,0.6,1.0,0.0,0.8,0.2,4.0,13.0,0.0,8.6,5.0,0.6,0.6,0.2,0.6,0.2,1.2,3.67,11.0,0.0,7.0,2.33,1.33,0.67,0.67,0.0,1.0,0.0,5.0,12.33,0.0,8.33,5.0,0.67,0.33,0.33,0.67,0.0,1.67,4.4,7.4,0.0,11.0,3.6,1.8,1.4,1.0,0.6,0.2,0.2,5.6,7.6,0.0,8.2,4.4,0.6,0.4,0.2,0.6,0.2,1.2,4.67,6.33,0.0,10.0,4.33,1.67,1.67,1.0,0.67,0.33,0.0,5.0,7.67,0.0,9.0,4.33,1.0,0.33,0.33,0.67,0.0,1.33,Milton Keynes Dons,2.49,3.2,2.8,2013-03-19,E2,1.0,2.0,H,D,Crewe,2.45,3.41,3.04,1.8,True
7637,4.6,9.6,0.0,10.8,5.8,0.8,0.8,0.6,0.4,0.4,0.2,6.2,9.8,0.0,11.0,5.6,0.4,0.4,0.2,0.6,0.2,1.2,6.33,6.33,0.0,10.33,5.33,0.0,0.33,1.0,0.0,0.67,0.33,4.33,7.33,0.0,8.33,4.67,0.33,0.67,0.0,0.67,0.33,1.33,5.2,13.0,0.2,12.4,5.2,1.4,1.2,1.2,0.2,0.4,0.4,5.2,7.2,0.0,13.2,7.4,0.6,0.6,0.4,0.2,0.4,0.6,7.0,12.33,0.0,14.0,5.67,1.33,1.33,1.0,0.33,0.33,0.33,4.67,7.33,0.0,12.33,6.33,0.67,0.33,0.67,0.0,0.33,1.0,Yeovil,2.49,3.28,2.72,2013-03-23,E2,3.0,3.0,D,D,Carlisle,2.56,3.49,2.84,-1.0,True
7639,4.4,14.8,0.0,12.4,9.6,2.0,2.0,0.8,0.8,0.2,0.0,7.2,11.4,0.0,14.0,6.8,1.0,0.4,0.6,0.4,0.0,1.6,2.67,14.0,0.0,10.67,7.67,2.0,2.0,0.33,1.0,0.0,0.0,9.0,10.67,0.0,14.33,8.0,1.0,0.33,0.67,0.33,0.0,1.0,3.8,9.4,0.2,8.8,3.0,1.8,1.4,1.2,0.4,0.4,0.2,4.0,11.8,0.0,6.8,3.6,0.8,0.4,0.2,0.8,0.0,1.4,3.67,9.33,0.0,9.67,3.0,2.0,0.67,1.33,0.0,0.67,0.33,3.0,12.67,0.0,5.67,3.67,0.33,0.33,0.0,1.0,0.0,1.67,Coventry,2.12,3.41,3.2,2013-03-23,E2,0.0,2.0,H,H,Portsmouth,,,,2.2,True
7641,2.8,13.2,0.0,10.6,5.2,2.0,1.0,1.6,0.4,0.2,0.4,4.0,8.6,0.2,12.6,5.6,0.2,0.8,0.0,0.6,0.4,1.0,3.33,11.67,0.0,11.0,6.33,1.33,1.33,1.67,0.67,0.0,0.33,4.33,7.0,0.33,13.33,5.67,0.0,0.33,0.0,0.67,0.33,0.33,3.4,12.6,0.0,7.6,3.2,1.6,1.2,1.6,0.4,0.0,0.6,6.0,9.6,0.0,14.0,7.8,0.8,0.6,0.2,0.6,0.2,0.4,4.0,14.33,0.0,6.67,3.33,1.0,1.33,1.0,0.67,0.0,0.33,6.0,8.67,0.0,13.67,8.0,1.0,0.33,0.33,0.67,0.0,0.0,Doncaster,2.36,3.25,2.92,2013-03-23,E2,3.0,2.0,A,A,Scunthorpe,2.44,3.43,3.04,-1.0,True
7652,4.0,8.6,0.0,8.4,4.8,0.8,1.0,1.6,0.4,0.2,0.4,4.6,8.6,0.0,18.0,10.4,0.6,0.8,0.2,0.6,0.2,1.8,4.33,8.67,0.0,5.67,3.0,1.0,0.67,2.0,0.33,0.0,0.67,5.0,5.0,0.0,20.67,13.33,0.33,1.0,0.0,0.67,0.33,1.33,2.4,7.8,0.2,11.0,6.6,0.6,1.6,0.6,0.8,0.0,0.2,6.8,10.8,0.0,12.4,6.2,1.0,0.2,0.8,0.2,0.0,1.0,2.67,5.67,0.33,10.0,5.33,0.67,1.33,1.0,0.67,0.0,0.33,9.0,10.0,0.0,14.0,7.33,1.0,0.33,0.67,0.33,0.0,1.0,Crewe,2.76,3.3,2.46,2013-03-29,E2,2.0,2.0,D,A,Bury,2.92,3.52,2.48,-1.0,True
