,A_FIVE_AC,A_FIVE_AF,A_FIVE_AR,A_FIVE_AS,A_FIVE_AST,A_FIVE_AY,A_FIVE_FTAG,A_FIVE_FTHG,A_FIVE_FTR_A,A_FIVE_FTR_D,A_FIVE_FTR_H,A_FIVE_HC,A_FIVE_HF,A_FIVE_HR,A_FIVE_HS,A_FIVE_HST,A_FIVE_HTAG,A_FIVE_HTHG,A_FIVE_HTR_A,A_FIVE_HTR_D,A_FIVE_HTR_H,A_FIVE_HY,A_THREE_AC,A_THREE_AF,A_THREE_AR,A_THREE_AS,A_THREE_AST,A_THREE_AY,A_THREE_FTAG,A_THREE_FTHG,A_THREE_FTR_A,A_THREE_FTR_D,A_THREE_FTR_H,A_THREE_HC,A_THREE_HF,A_THREE_HR,A_THREE_HS,A_THREE_HST,A_THREE_HTAG,A_THREE_HTHG,A_THREE_HTR_A,A_THREE_HTR_D,A_THREE_HTR_H,A_THREE_HY,H_FIVE_AC,H_FIVE_AF,H_FIVE_AR,H_FIVE_AS,H_FIVE_AST,H_FIVE_AY,H_FIVE_FTAG,H_FIVE_FTHG,H_FIVE_FTR_A,H_FIVE_FTR_D,H_FIVE_FTR_H,H_FIVE_HC,H_FIVE_HF,H_FIVE_HR,H_FIVE_HS,H_FIVE_HST,H_FIVE_HTAG,H_FIVE_HTHG,H_FIVE_HTR_A,H_FIVE_HTR_D,H_FIVE_HTR_H,H_FIVE_HY,H_THREE_AC,H_THREE_AF,H_THREE_AR,H_THREE_AS,H_THREE_AST,H_THREE_AY,H_THREE_FTAG,H_THREE_FTHG,H_THREE_FTR_A,H_THREE_FTR_D,H_THREE_FTR_H,H_THREE_HC,H_THREE_HF,H_THREE_HR,H_THREE_HS,H_THREE_HST,H_THREE_HTAG,H_THREE_HTHG,H_THREE_HTR_A,H_THREE_HTR_D,H_THREE_HTR_H,H_THREE_HY,INFO_AwayTeam,INFO_BbAvA,INFO_BbAvD,INFO_BbAvH,INFO_Date,INFO_Div,INFO_FTAG,INFO_FTHG,INFO_FTR,INFO_HTR,INFO_HomeTeam,INFO_PSA,INFO_PSD,INFO_PSH,INFO_WIN,pred
13590,6.2,16.8,0.2,13.8,3.6,2.2,0.8,1.0,0.2,0.6,0.2,6.0,19.4,0.2,10.0,4.6,0.4,0.6,0.4,0.2,0.4,2.2,4.67,12.67,0.33,14.67,3.67,2.33,1.0,1.33,0.33,0.33,0.33,5.67,18.67,0.33,10.33,4.67,0.33,1.0,0.33,0.0,0.67,2.0,5.6,15.2,0.0,10.4,4.8,2.6,1.2,1.4,0.2,0.2,0.6,4.2,12.8,0.2,11.8,3.6,0.4,0.4,0.2,0.6,0.2,2.0,4.67,15.33,0.0,9.33,5.33,2.33,1.67,1.0,0.33,0.33,0.33,3.67,12.67,0.33,11.33,3.33,0.33,0.0,0.33,0.67,0.0,2.33,Lille,3.25,3.0,2.39,2016-01-16,F1,0.0,1.0,H,D,Bordeaux,3.45,3.01,2.48,1.39,True
13607,6.2,12.0,0.0,15.6,4.0,2.0,0.6,1.6,0.0,0.2,0.8,5.4,13.8,0.2,11.4,4.4,0.6,0.8,0.2,0.4,0.4,1.4,6.0,10.0,0.0,15.67,3.67,1.33,0.67,1.33,0.0,0.33,0.67,6.33,13.0,0.0,10.0,4.33,0.67,0.67,0.33,0.33,0.33,2.0,2.8,14.2,0.0,12.0,4.0,2.2,1.8,1.0,0.4,0.2,0.4,6.0,8.0,0.2,13.2,4.4,0.6,0.4,0.4,0.4,0.2,0.6,3.33,14.33,0.0,12.0,4.33,2.0,2.33,1.33,0.33,0.0,0.67,3.67,7.67,0.33,11.67,3.33,0.33,0.33,0.33,0.33,0.33,1.0,Reading,2.27,3.19,3.23,2016-01-16,E1,0.0,1.0,H,D,Milton Keynes Dons,2.36,3.29,3.36,2.23,True
13624,3.2,9.6,0.0,14.4,3.4,1.2,0.6,2.0,0.2,0.2,0.6,4.0,17.0,0.2,10.6,5.8,0.2,0.8,0.0,0.4,0.6,1.8,1.33,10.33,0.0,9.33,3.33,1.33,0.67,2.33,0.0,0.33,0.67,4.67,20.0,0.0,10.67,6.33,0.33,1.0,0.0,0.33,0.67,2.0,6.0,12.6,0.0,10.4,4.0,2.2,0.6,1.6,0.2,0.2,0.6,7.4,13.6,0.2,14.2,4.8,0.4,0.0,0.4,0.6,0.0,1.8,3.67,14.67,0.0,10.0,3.0,3.0,0.33,1.67,0.0,0.33,0.67,8.33,15.67,0.33,13.0,4.0,0.33,0.0,0.33,0.67,0.0,2.33,Lyon,2.66,3.17,2.73,2016-01-17,F1,0.0,1.0,H,D,St Etienne,2.74,3.24,2.84,1.73,True
13646,5.4,11.2,0.0,12.0,4.0,0.8,1.4,0.2,0.8,0.2,0.0,7.6,7.0,0.0,14.2,3.4,1.0,0.2,0.6,0.4,0.0,1.0,7.0,10.0,0.0,12.0,3.67,0.33,1.0,0.33,0.67,0.33,0.0,5.67,6.67,0.0,12.33,2.0,0.67,0.33,0.33,0.67,0.0,1.0,4.0,11.8,0.0,10.6,2.8,1.8,0.8,0.8,0.4,0.0,0.6,6.6,10.8,0.0,13.6,4.0,0.2,0.2,0.2,0.6,0.2,1.8,3.67,13.33,0.0,10.67,2.67,2.33,0.33,1.33,0.0,0.0,1.0,6.0,13.0,0.0,13.67,4.0,0.0,0.33,0.0,0.67,0.33,2.67,Ipswich,2.71,3.22,2.62,2016-01-23,E1,0.0,3.0,H,H,Birmingham,2.8,3.36,2.7,1.62,True
13647,3.6,13.4,0.0,8.4,2.8,3.2,0.4,1.2,0.0,0.4,0.6,6.6,11.8,0.0,13.4,4.4,0.2,0.6,0.2,0.4,0.4,1.0,4.33,12.33,0.0,9.0,2.67,3.33,0.67,1.33,0.0,0.33,0.67,7.0,13.33,0.0,10.67,3.33,0.33,0.67,0.33,0.33,0.33,1.33,5.6,14.0,0.0,14.6,4.4,1.8,1.6,1.2,0.4,0.4,0.2,4.6,13.2,0.2,17.0,4.0,0.6,0.2,0.4,0.6,0.0,2.0,6.33,14.33,0.0,15.33,3.0,1.67,1.33,1.0,0.33,0.33,0.33,3.0,12.33,0.0,14.0,2.33,0.33,0.0,0.33,0.67,0.0,2.0,Milton Keynes Dons,2.94,3.25,2.41,2016-01-23,E1,1.0,3.0,H,H,Bolton,3.08,3.39,2.47,1.41,True
13648,6.2,12.8,0.0,12.0,3.6,2.0,1.6,1.6,0.4,0.2,0.4,4.4,12.2,0.0,11.4,4.6,0.2,0.6,0.2,0.6,0.2,1.2,6.67,13.0,0.0,13.33,4.0,1.67,1.67,1.67,0.33,0.33,0.33,3.67,12.0,0.0,12.0,3.67,0.0,1.0,0.0,0.67,0.33,1.0,4.6,10.2,0.2,9.8,4.8,2.2,1.6,1.0,0.6,0.0,0.4,7.6,7.0,0.0,18.0,5.4,1.4,0.2,0.8,0.2,0.0,1.8,5.33,8.0,0.0,9.0,4.67,1.0,1.67,0.0,1.0,0.0,0.0,6.0,6.67,0.0,15.67,3.67,1.33,0.0,1.0,0.0,0.0,0.67,Huddersfield,3.72,3.29,2.04,2016-01-23,E1,1.0,2.0,H,D,Brighton,3.98,3.44,2.07,1.04,True
13652,3.6,10.8,0.0,9.8,2.2,1.6,0.4,2.6,0.2,0.0,0.8,5.6,11.2,0.0,17.4,5.0,0.4,1.0,0.2,0.2,0.6,1.4,3.67,10.67,0.0,9.33,1.33,0.67,0.0,3.0,0.0,0.0,1.0,6.33,11.33,0.0,17.33,4.33,0.0,1.0,0.0,0.33,0.67,1.67,5.8,14.6,0.4,10.8,4.2,3.2,1.0,1.2,0.2,0.4,0.4,5.6,12.2,0.2,10.4,3.0,0.4,0.6,0.2,0.6,0.2,2.4,6.33,14.33,0.33,9.67,4.33,4.0,1.0,1.33,0.0,0.67,0.33,5.67,12.33,0.0,9.0,2.0,0.67,0.33,0.33,0.67,0.0,2.0,Bristol City,3.5,3.32,2.11,2016-01-23,E1,0.0,1.0,H,D,Leeds,3.65,3.44,2.17,1.11,True
13657,6.2,14.4,0.2,9.4,5.2,3.4,1.4,1.0,0.4,0.2,0.4,6.2,10.8,0.0,6.0,2.4,0.4,0.8,0.2,0.4,0.4,1.2,6.67,15.0,0.33,10.0,6.67,3.67,1.67,1.0,0.33,0.33,0.33,4.67,10.0,0.0,6.0,1.67,0.67,1.0,0.33,0.33,0.33,1.0,5.0,13.0,0.0,7.2,3.4,2.4,1.6,1.6,0.4,0.2,0.4,5.6,9.0,0.0,10.8,4.6,0.6,0.4,0.6,0.0,0.4,1.4,3.33,13.67,0.0,7.33,3.33,2.67,1.67,2.0,0.33,0.0,0.67,4.0,9.33,0.0,11.33,4.67,0.33,0.67,0.33,0.0,0.67,0.67,Rochdale,2.81,3.33,2.41,2016-01-23,E2,1.0,6.0,H,H,Barnsley,2.93,3.56,2.48,1.41,True
13662,8.2,11.2,0.0,17.4,7.8,2.6,2.4,1.4,0.6,0.0,0.4,6.0,10.0,0.0,10.4,4.4,0.6,0.6,0.4,0.4,0.2,1.8,6.67,10.0,0.0,13.67,5.67,2.67,1.0,2.0,0.33,0.0,0.67,7.0,10.67,0.0,10.67,4.33,0.33,1.0,0.0,0.67,0.33,1.67,6.6,11.6,0.2,10.4,4.4,1.6,0.8,1.8,0.2,0.0,0.8,3.8,13.2,0.2,7.6,3.8,0.2,1.0,0.0,0.4,0.6,1.6,6.67,12.67,0.33,13.33,6.0,1.0,1.0,1.33,0.33,0.0,0.67,1.67,14.33,0.33,7.67,3.0,0.0,0.67,0.0,0.67,0.33,1.33,Peterboro,2.52,3.42,2.63,2016-01-23,E2,1.0,2.0,H,A,Gillingham,2.58,3.59,2.79,1.63,True
13665,4.8,10.8,0.0,9.2,3.0,1.8,0.8,2.8,0.0,0.2,0.8,5.4,10.6,0.0,8.2,4.4,0.4,1.4,0.0,0.2,0.8,0.6,5.33,11.33,0.0,9.67,3.33,2.0,0.67,1.67,0.0,0.33,0.67,5.33,12.67,0.0,7.33,3.33,0.33,1.0,0.0,0.33,0.67,0.33,6.6,11.8,0.0,12.2,6.4,2.0,1.8,0.4,0.6,0.4,0.0,7.2,10.4,0.0,8.6,4.0,0.8,0.4,0.4,0.6,0.0,1.6,7.33,14.0,0.0,9.33,5.0,2.33,1.0,0.67,0.33,0.67,0.0,8.0,9.33,0.0,9.33,4.33,0.67,0.67,0.0,1.0,0.0,1.33,Colchester,3.15,3.4,2.18,2016-01-23,E2,0.0,3.0,H,D,Scunthorpe,3.32,3.6,2.24,1.18,True
13667,5.2,11.0,0.2,12.6,5.2,1.6,1.8,0.6,0.4,0.4,0.2,4.8,13.6,0.0,8.8,3.4,1.2,0.4,0.4,0.4,0.2,1.4,6.33,10.67,0.33,12.67,5.33,1.33,2.0,0.67,0.33,0.33,0.33,5.0,13.67,0.0,7.67,3.0,1.33,0.33,0.33,0.33,0.33,1.67,5.8,12.6,0.0,10.4,4.6,1.4,1.6,1.0,0.4,0.2,0.4,6.6,11.6,0.0,10.2,4.6,1.0,0.4,0.4,0.4,0.2,2.6,5.0,13.33,0.0,11.0,6.0,1.0,2.67,1.33,0.67,0.0,0.33,7.0,11.67,0.0,11.0,5.0,1.67,0.67,0.67,0.0,0.33,3.33,Coventry,2.25,3.26,3.14,2016-01-23,E2,0.0,3.0,H,H,Southend,2.26,3.5,3.36,2.14,True
13671,4.2,16.6,0.0,11.8,4.8,2.4,1.6,1.2,0.6,0.2,0.2,6.4,11.8,0.0,19.0,6.4,0.8,0.8,0.2,0.6,0.2,1.2,5.33,16.0,0.0,17.33,7.0,2.33,2.0,0.0,1.0,0.0,0.0,5.67,12.67,0.0,18.0,5.0,1.0,0.0,0.33,0.67,0.0,1.33,3.2,14.2,0.2,7.8,2.2,1.2,1.0,1.8,0.2,0.0,0.8,5.0,16.2,0.0,9.0,4.2,0.6,0.8,0.2,0.2,0.6,1.2,2.33,14.33,0.33,6.67,0.67,1.33,0.33,1.67,0.0,0.0,1.0,5.33,19.33,0.0,6.0,3.0,0.33,1.0,0.0,0.33,0.67,1.0,Augsburg,3.39,3.26,2.21,2016-01-23,D1,0.0,0.0,D,D,Hertha,3.64,3.36,2.23,-1.0,True
13673,3.2,15.4,0.0,9.4,4.0,1.4,1.8,1.6,0.4,0.4,0.2,5.4,14.0,0.0,16.0,5.8,1.0,0.6,0.6,0.2,0.2,1.4,2.0,13.67,0.0,7.67,2.33,0.67,1.0,1.0,0.33,0.33,0.33,4.67,15.67,0.0,13.67,5.0,0.33,0.33,0.33,0.33,0.33,1.0,2.8,16.8,0.0,8.2,1.8,2.4,0.8,1.2,0.4,0.2,0.4,5.0,13.0,0.0,13.6,3.6,0.4,0.0,0.4,0.6,0.0,1.8,3.0,20.33,0.0,8.0,2.0,2.33,1.0,1.33,0.33,0.33,0.33,4.33,14.0,0.0,12.0,3.67,0.33,0.0,0.33,0.67,0.0,2.0,Mainz,3.08,3.14,2.43,2016-01-23,D1,0.0,1.0,H,H,Ingolstadt,3.32,3.22,2.45,1.43,True
13680,3.4,14.6,0.4,14.2,3.8,2.0,0.4,1.4,0.2,0.2,0.6,3.4,16.0,0.2,10.6,4.2,0.2,0.6,0.0,0.6,0.4,2.0,4.33,14.33,0.67,14.0,3.33,2.0,0.33,1.67,0.0,0.33,0.67,3.0,17.0,0.33,11.33,5.0,0.33,1.0,0.0,0.33,0.67,2.0,4.8,15.4,0.0,14.6,5.4,2.8,2.0,0.8,0.6,0.2,0.2,5.0,15.8,0.0,11.0,2.8,1.0,0.6,0.4,0.6,0.0,3.4,6.0,16.0,0.0,15.67,6.33,3.0,1.67,1.0,0.67,0.0,0.33,6.33,16.0,0.0,13.33,3.33,1.33,0.67,0.67,0.33,0.0,3.0,Wolfsburg,2.05,3.55,3.49,2016-01-24,D1,2.0,3.0,H,A,Ein Frankfurt,2.08,3.72,3.7,2.49,True
13682,5.0,9.4,0.0,9.4,3.2,1.6,1.0,0.8,0.4,0.4,0.2,6.4,11.4,0.0,14.4,2.6,0.8,0.2,0.4,0.6,0.0,1.8,6.33,10.0,0.0,10.0,3.33,2.0,1.0,1.33,0.33,0.33,0.33,5.67,11.33,0.0,13.0,3.33,0.67,0.33,0.33,0.67,0.0,1.67,4.8,11.6,0.0,12.8,3.6,1.2,0.6,1.8,0.2,0.4,0.4,6.8,10.6,0.0,12.8,3.4,0.2,0.8,0.0,0.6,0.4,1.2,5.33,9.33,0.0,13.33,4.0,0.33,0.0,2.67,0.0,0.33,0.67,5.67,10.0,0.0,15.0,4.0,0.0,1.0,0.0,0.33,0.67,1.0,Derby,2.79,3.13,2.61,2016-01-25,E1,1.0,4.0,H,D,Burnley,2.84,3.21,2.76,1.61,True
13690,4.0,13.8,0.2,7.8,2.4,1.6,0.6,0.8,0.2,0.4,0.4,4.8,12.6,0.0,8.8,2.6,0.0,0.4,0.0,0.6,0.4,1.6,4.33,16.33,0.33,6.67,2.33,1.33,0.33,1.0,0.0,0.33,0.67,3.67,11.67,0.0,11.33,3.33,0.0,0.33,0.0,0.67,0.33,1.0,7.0,12.4,0.0,12.8,5.4,2.2,2.0,0.8,0.6,0.4,0.0,3.8,11.4,0.2,7.4,3.2,1.0,0.6,0.4,0.4,0.2,2.0,8.33,12.0,0.0,12.0,3.67,2.33,1.67,0.33,0.67,0.33,0.0,5.0,11.67,0.0,8.0,3.0,1.0,0.33,0.67,0.0,0.33,2.67,Oldham,2.78,3.24,2.49,2016-01-26,E2,1.0,0.0,A,A,Shrewsbury,2.88,3.38,2.62,-1.0,True
13691,5.4,15.0,0.2,14.0,4.8,1.8,0.8,1.2,0.2,0.4,0.4,6.2,18.0,0.2,11.0,4.4,0.4,0.6,0.4,0.2,0.4,2.0,3.67,14.0,0.0,15.33,6.0,1.67,1.0,1.0,0.33,0.33,0.33,8.0,17.0,0.33,12.0,4.0,0.33,0.33,0.33,0.33,0.33,2.0,3.0,17.0,0.0,8.2,2.8,2.2,1.4,1.2,0.2,0.8,0.0,5.2,13.8,0.2,12.8,4.6,1.0,0.4,0.6,0.4,0.0,1.8,2.0,17.0,0.0,7.33,1.67,2.0,1.0,1.0,0.0,1.0,0.0,5.33,13.33,0.33,12.67,4.67,0.67,0.33,0.33,0.67,0.0,2.0,Lille,3.95,3.34,2.0,2016-01-29,F1,1.0,1.0,D,D,Marseille,4.04,3.43,2.08,-1.0,True
13692,3.2,15.0,0.0,11.6,5.6,1.6,3.0,2.2,0.6,0.2,0.2,6.0,13.2,0.0,15.0,5.2,1.2,1.0,0.4,0.2,0.4,2.4,4.0,15.33,0.0,11.0,5.67,1.33,2.33,3.0,0.33,0.33,0.33,5.67,11.0,0.0,15.33,6.0,1.0,1.0,0.33,0.0,0.67,1.33,4.0,16.8,0.4,12.8,4.2,1.6,1.2,1.0,0.4,0.2,0.4,4.8,18.2,0.0,11.8,5.4,0.8,0.6,0.4,0.2,0.4,2.2,4.0,17.0,0.67,11.33,2.33,2.0,0.33,1.33,0.0,0.33,0.67,4.0,19.33,0.0,10.67,5.67,0.0,1.0,0.0,0.33,0.67,2.33,M'gladbach,2.71,3.43,2.55,2016-01-29,D1,0.0,1.0,H,H,Mainz,2.84,3.59,2.57,1.55,True
13694,7.4,15.8,0.0,10.4,4.4,2.0,1.6,1.4,0.4,0.4,0.2,3.8,13.0,0.2,9.0,3.2,0.6,0.6,0.2,0.6,0.2,2.0,7.67,14.0,0.0,9.67,3.67,1.67,1.33,0.33,0.67,0.33,0.0,3.67,11.0,0.33,8.0,2.0,0.0,0.0,0.0,1.0,0.0,2.33,6.0,10.6,0.2,9.6,2.0,2.0,0.6,1.0,0.2,0.4,0.4,4.2,11.4,0.0,11.0,3.4,0.4,0.6,0.4,0.2,0.4,0.8,8.0,8.33,0.0,10.0,2.67,1.67,0.33,1.0,0.0,0.67,0.33,5.0,9.0,0.0,9.33,3.0,0.33,0.33,0.33,0.33,0.33,0.33,Monaco,2.36,2.99,3.33,2016-01-30,F1,0.0,3.0,H,H,Angers,2.42,3.05,3.53,2.33,True
13696,4.6,13.8,0.2,9.2,4.2,1.6,1.0,2.2,0.2,0.2,0.6,4.4,15.0,0.2,12.8,4.0,0.8,0.8,0.2,0.6,0.2,2.2,2.33,13.67,0.33,9.0,4.0,1.67,1.33,1.67,0.33,0.33,0.33,4.0,17.33,0.33,11.0,2.67,1.0,1.0,0.33,0.33,0.33,2.33,4.2,14.0,0.0,10.4,5.2,2.0,1.0,1.0,0.4,0.4,0.2,6.4,11.0,0.0,15.6,4.6,0.4,0.2,0.2,0.6,0.2,1.2,4.67,15.0,0.0,10.33,5.67,3.0,0.67,0.0,0.33,0.67,0.0,6.33,11.0,0.0,12.0,2.33,0.0,0.0,0.0,1.0,0.0,1.33,Reims,3.81,3.26,2.04,2016-01-30,F1,0.0,2.0,H,H,Lorient,4.14,3.36,2.06,1.04,True
13702,4.6,12.8,0.0,8.6,6.0,2.2,2.4,1.6,0.4,0.4,0.2,4.2,11.2,0.4,9.0,3.0,1.4,0.4,0.8,0.2,0.0,1.8,4.33,10.0,0.0,8.0,5.33,2.0,2.33,2.0,0.33,0.33,0.33,4.33,6.67,0.33,10.33,3.67,1.33,0.33,1.0,0.0,0.0,1.33,7.4,10.8,0.0,14.6,5.6,2.2,0.2,1.6,0.2,0.2,0.6,4.2,10.0,0.0,9.0,3.4,0.0,1.2,0.0,0.4,0.6,1.8,6.67,12.33,0.0,13.0,4.67,2.0,0.33,1.67,0.33,0.33,0.33,4.67,7.0,0.0,11.67,4.67,0.0,1.0,0.0,0.67,0.33,1.33,Gillingham,2.13,3.31,3.33,2016-01-30,E2,0.0,1.0,H,H,Blackpool,2.16,3.54,3.6,2.33,True
13703,5.8,10.8,0.0,11.6,5.2,1.0,0.8,1.2,0.0,0.6,0.4,4.8,12.4,0.0,10.0,4.2,0.2,0.8,0.0,0.4,0.6,1.6,5.67,10.67,0.0,9.67,4.0,1.0,1.0,1.0,0.0,1.0,0.0,5.67,11.33,0.0,8.0,3.67,0.33,1.0,0.0,0.33,0.67,1.0,4.4,12.4,0.2,10.4,3.6,0.4,0.2,0.8,0.2,0.2,0.6,5.8,11.0,0.0,11.0,3.2,0.2,0.4,0.2,0.4,0.4,1.0,4.0,14.0,0.33,11.67,4.33,0.67,0.33,0.33,0.33,0.33,0.33,3.67,10.67,0.0,10.67,1.67,0.33,0.0,0.33,0.67,0.0,1.33,Fleetwood Town,3.33,3.25,2.16,2016-01-30,E2,1.0,2.0,H,D,Bradford,3.43,3.43,2.27,1.16,True
13706,7.0,10.8,0.0,9.8,4.2,1.2,1.4,0.2,0.8,0.0,0.2,5.2,11.6,0.2,7.2,2.8,0.2,0.2,0.2,0.6,0.2,2.0,8.33,10.67,0.0,10.67,5.33,1.33,2.0,0.0,1.0,0.0,0.0,4.67,12.67,0.33,9.0,3.33,0.33,0.0,0.33,0.67,0.0,2.33,4.8,10.0,0.4,7.6,2.4,1.6,1.4,1.4,0.4,0.2,0.4,7.8,14.0,0.0,9.4,3.4,0.8,0.6,0.4,0.4,0.2,2.6,5.67,10.0,0.67,6.67,2.33,1.33,1.67,2.33,0.33,0.0,0.67,10.33,13.33,0.0,11.67,4.67,1.0,1.0,0.33,0.33,0.33,2.33,Burton,2.65,3.21,2.62,2016-01-30,E2,1.0,2.0,H,H,Rochdale,2.85,3.41,2.62,1.62,True
13716,3.6,14.0,0.2,9.0,4.0,2.8,0.6,0.8,0.2,0.6,0.2,4.4,14.4,0.2,12.2,4.4,0.6,0.4,0.4,0.4,0.2,2.2,3.33,16.67,0.0,9.33,4.33,3.33,0.67,0.67,0.0,1.0,0.0,4.0,15.0,0.33,12.33,4.33,0.67,0.33,0.33,0.67,0.0,2.33,5.4,12.8,0.0,13.8,6.8,1.6,1.8,0.8,0.6,0.2,0.2,7.2,12.0,0.2,11.8,3.2,0.8,0.0,0.6,0.4,0.0,1.8,4.33,12.33,0.0,15.0,8.0,2.0,2.67,0.67,1.0,0.0,0.0,7.0,13.67,0.0,10.0,3.0,1.33,0.0,1.0,0.0,0.0,2.33,Nice,3.08,3.21,2.37,2016-01-31,F1,0.0,2.0,H,H,Caen,3.14,3.32,2.47,1.37,True
13731,6.0,11.8,0.0,14.4,3.6,2.0,0.4,1.2,0.0,0.2,0.8,6.0,13.8,0.0,11.0,4.2,0.4,0.4,0.2,0.6,0.2,1.6,7.67,11.67,0.0,17.33,4.0,2.0,0.33,1.0,0.0,0.33,0.67,6.67,14.33,0.0,8.0,2.33,0.33,0.67,0.0,0.67,0.33,2.33,3.0,10.2,0.0,10.2,4.4,2.0,1.2,1.0,0.4,0.2,0.4,6.4,7.6,0.0,14.8,4.4,0.8,0.2,0.6,0.4,0.0,1.4,3.0,9.0,0.0,9.67,3.33,2.0,1.0,1.67,0.0,0.33,0.67,6.0,7.67,0.0,17.0,5.0,1.0,0.33,0.67,0.33,0.0,1.33,Reading,3.32,3.25,2.22,2016-02-02,E1,1.0,2.0,H,D,Ipswich,3.43,3.38,2.29,1.22,True
13735,3.4,10.8,0.0,11.8,5.0,2.4,1.4,1.4,0.4,0.2,0.4,6.4,10.8,0.0,10.6,4.4,0.6,0.4,0.4,0.2,0.4,2.0,3.33,11.67,0.0,13.33,4.67,3.0,0.67,0.67,0.33,0.33,0.33,5.33,10.67,0.0,9.67,3.67,0.33,0.33,0.33,0.33,0.33,2.0,4.2,12.8,0.2,8.6,3.6,1.6,0.8,1.6,0.0,0.4,0.6,4.8,9.6,0.0,7.4,3.2,0.4,0.8,0.0,0.6,0.4,1.0,2.33,12.0,0.33,6.67,3.0,1.67,0.67,1.0,0.0,0.67,0.33,5.0,9.67,0.0,6.33,2.33,0.33,0.67,0.0,0.67,0.33,1.33,Swindon,3.11,3.36,2.22,2016-02-02,E2,0.0,1.0,H,H,Port Vale,3.12,3.6,2.32,1.22,True
13736,6.2,11.6,0.0,8.6,3.2,2.0,2.2,1.6,0.4,0.4,0.2,8.6,10.2,0.0,16.8,6.6,1.2,0.8,0.2,0.8,0.0,0.2,6.33,12.0,0.0,8.33,2.33,2.33,1.33,1.33,0.33,0.33,0.33,9.0,10.67,0.0,17.33,7.33,0.67,0.67,0.0,1.0,0.0,0.0,7.4,12.0,0.0,12.6,4.6,2.2,1.8,0.4,0.8,0.2,0.0,4.0,9.8,0.2,7.2,3.0,1.0,0.4,0.6,0.2,0.2,1.8,9.33,13.33,0.0,10.67,4.0,2.0,1.67,0.33,0.67,0.33,0.0,4.33,10.67,0.0,6.67,3.0,1.0,0.33,0.67,0.0,0.33,2.33,Southend,2.47,3.24,2.82,2016-02-02,E2,2.0,1.0,A,A,Shrewsbury,2.57,3.42,2.91,-1.0,True
13741,3.6,17.0,0.6,9.2,4.0,2.6,1.4,1.6,0.4,0.2,0.4,5.0,17.0,0.4,12.4,4.4,0.2,0.6,0.2,0.4,0.4,2.6,1.67,15.33,0.33,7.33,3.0,3.0,1.33,2.0,0.33,0.33,0.33,4.0,19.0,0.33,12.33,3.33,0.0,1.0,0.0,0.33,0.67,3.33,3.6,12.4,0.0,11.8,4.2,2.2,1.0,1.6,0.2,0.0,0.8,5.0,13.2,0.2,9.6,4.2,0.8,0.8,0.4,0.0,0.6,1.2,4.67,15.67,0.0,10.33,4.67,2.33,0.67,1.67,0.0,0.0,1.0,6.33,14.67,0.0,9.33,3.67,0.67,1.0,0.33,0.0,0.67,1.67,Toulouse,3.42,3.28,2.17,2016-02-03,F1,0.0,1.0,H,D,Nice,3.64,3.38,2.2,1.17,True
13747,4.6,11.6,0.0,11.4,4.0,2.2,2.0,1.8,0.4,0.2,0.4,5.8,13.2,0.2,12.8,4.6,0.8,0.8,0.4,0.4,0.2,2.6,3.33,13.67,0.0,11.0,3.33,2.67,2.0,1.33,0.67,0.0,0.33,5.0,14.67,0.33,13.33,4.0,1.0,0.33,0.67,0.33,0.0,3.33,4.4,11.2,0.4,8.8,4.4,2.0,1.6,1.0,0.6,0.0,0.4,6.0,8.8,0.0,15.2,4.0,1.4,0.2,0.8,0.2,0.0,1.2,5.67,10.67,0.33,9.0,3.67,1.67,1.0,0.67,0.67,0.0,0.33,5.33,10.67,0.0,13.67,3.67,1.0,0.33,0.67,0.33,0.0,1.0,Brentford,3.74,3.4,2.03,2016-02-05,E1,0.0,3.0,H,H,Brighton,4.03,3.55,2.04,1.03,True
13765,5.0,12.0,0.0,11.2,4.0,0.6,0.8,2.2,0.0,0.2,0.8,5.6,11.0,0.2,12.4,4.8,0.6,1.0,0.2,0.2,0.6,0.4,5.67,12.33,0.0,11.33,4.67,0.33,1.33,2.67,0.0,0.33,0.67,5.33,8.67,0.33,14.67,5.67,1.0,1.0,0.33,0.33,0.33,0.33,6.8,13.4,0.0,14.0,4.0,1.8,1.6,1.6,0.4,0.2,0.4,4.4,14.0,0.2,16.4,4.6,0.4,0.6,0.2,0.6,0.2,1.8,8.0,15.33,0.0,13.67,3.0,2.0,1.0,1.33,0.33,0.0,0.67,4.33,15.67,0.0,16.0,5.0,0.0,0.67,0.0,0.67,0.33,2.67,Rotherham,2.96,3.33,2.37,2016-02-06,E1,1.0,2.0,H,D,Bolton,3.03,3.46,2.46,1.37,True
